name,slottime_GMT,slottype,slotavg,pointTitle,Date,Chilled Water (tons),Steam (lbs/hr),Electric (kW),
PhysicalSciences.CW.FP/TONS,2024-07-07 00:00:00,D,367.209927083,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-07 00:00:00,D,963.578020833,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-08 00:00:00,D,417.338337209,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-08 00:00:00,D,1018.886963541,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-09 00:00:00,D,474.052520833,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-09 00:00:00,D,1053.907325000,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-10 00:00:00,D,562.903541666,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-10 00:00:00,D,1048.347212500,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-11 00:00:00,D,467.100239583,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-11 00:00:00,D,1076.264497916,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-12 00:00:00,D,407.052281250,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-12 00:00:00,D,1110.349760416,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-13 00:00:00,D,413.091311827,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-13 00:00:00,D,968.260994791,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-14 00:00:00,D,337.362822916,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-14 00:00:00,D,980.132732291,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-15 00:00:00,D,480.039895833,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-15 00:00:00,D,1027.799840625,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-16 00:00:00,D,475.786572916,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-16 00:00:00,D,1064.198410416,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-17 00:00:00,D,469.970526315,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-17 00:00:00,D,1059.808351041,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-18 00:00:00,D,344.443364583,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-18 00:00:00,D,1123.824382291,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-19 00:00:00,D,218.497258333,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-19 00:00:00,D,1102.642258333,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-20 00:00:00,D,221.163079347,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-20 00:00:00,D,1008.342347916,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-21 00:00:00,D,269.525378125,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-21 00:00:00,D,960.959962500,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-22 00:00:00,D,364.631343750,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-22 00:00:00,D,1017.075250000,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-23 00:00:00,D,411.113723404,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-23 00:00:00,D,1083.806994791,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-24 00:00:00,D,436.277427083,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-24 00:00:00,D,1086.862514583,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-25 00:00:00,D,337.561644444,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-25 00:00:00,D,1085.001959375,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-26 00:00:00,D,230.717330208,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-26 00:00:00,D,1074.869266666,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-27 00:00:00,D,208.087048958,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-27 00:00:00,D,976.972678125,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-28 00:00:00,D,254.576302083,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-28 00:00:00,D,963.789936458,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-29 00:00:00,D,337.009156250,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-29 00:00:00,D,1074.309161458,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-30 00:00:00,D,490.093916666,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-30 00:00:00,D,1077.562397916,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-07-31 00:00:00,D,509.609687500,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-07-31 00:00:00,D,1073.143153125,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-01 00:00:00,D,484.423894736,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-01 00:00:00,D,1067.043604166,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-02 00:00:00,D,498.689687500,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-02 00:00:00,D,1065.619780208,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-03 00:00:00,D,455.777270833,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-03 00:00:00,D,1020.584430208,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-04 00:00:00,D,458.702552083,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-04 00:00:00,D,963.872737500,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-05 00:00:00,D,395.697375000,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-05 00:00:00,D,1084.478680208,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-06 00:00:00,D,445.328221052,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-06 00:00:00,D,1151.577191666,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-07 00:00:00,D,305.194083333,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-07 00:00:00,D,1155.900119791,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-08 00:00:00,D,348.873135416,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-08 00:00:00,D,1143.524929166,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-09 00:00:00,D,459.185395833,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-09 00:00:00,D,1124.244108333,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-10 00:00:00,D,314.952312500,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-10 00:00:00,D,1033.576392708,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-11 00:00:00,D,202.318037894,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-11 00:00:00,D,1034.097656842,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-12 00:00:00,D,205.045950000,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-12 00:00:00,D,1196.662096875,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-13 00:00:00,D,278.002635416,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-13 00:00:00,D,1146.620735416,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-14 00:00:00,D,254.778025000,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-14 00:00:00,D,1115.542396875,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-15 00:00:00,D,271.988243750,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-15 00:00:00,D,1083.767828125,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-16 00:00:00,D,282.186437500,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-16 00:00:00,D,1079.123969791,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-17 00:00:00,D,362.246093750,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-17 00:00:00,D,953.997292708,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-18 00:00:00,D,395.548479166,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-18 00:00:00,D,984.139823958,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-19 00:00:00,D,327.481284375,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-19 00:00:00,D,1110.476864583,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-20 00:00:00,D,121.607016666,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-20 00:00:00,D,1283.697736458,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-21 00:00:00,D,118.001243750,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-21 00:00:00,D,1166.348563541,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-22 00:00:00,D,177.110432291,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-22 00:00:00,D,1191.360571875,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-23 00:00:00,D,182.077262765,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-23 00:00:00,D,1064.794416666,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-24 00:00:00,D,206.140329032,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-24 00:00:00,D,1019.624318750,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-25 00:00:00,D,255.509868750,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-25 00:00:00,D,986.486677083,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-26 00:00:00,D,269.187862500,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-26 00:00:00,D,1083.888208333,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-27 00:00:00,D,313.699782291,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-27 00:00:00,D,1081.468154166,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-28 00:00:00,D,484.271935416,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-28 00:00:00,D,1042.357584375,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-29 00:00:00,D,307.720473684,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-29 00:00:00,D,1126.959776041,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-30 00:00:00,D,351.864156250,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-30 00:00:00,D,1126.568035416,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-08-31 00:00:00,D,366.349885416,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-08-31 00:00:00,D,1097.934266666,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-01 00:00:00,D,363.063625000,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-01 00:00:00,D,993.960313541,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-02 00:00:00,D,173.357981250,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-02 00:00:00,D,1170.973476041,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-03 00:00:00,D,146.536472916,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-03 00:00:00,D,1229.586426041,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-04 00:00:00,D,167.943763541,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-04 00:00:00,D,1115.775939583,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-05 00:00:00,D,199.432704166,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-05 00:00:00,D,1109.323273958,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-06 00:00:00,D,236.237422916,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-06 00:00:00,D,1085.991711458,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-07 00:00:00,D,194.632157291,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-07 00:00:00,D,1049.569587500,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-08 00:00:00,D,115.779362500,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-08 00:00:00,D,1116.599218750,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-09 00:00:00,D,156.090563440,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-09 00:00:00,D,1184.638113541,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-10 00:00:00,D,183.174933333,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-10 00:00:00,D,1248.708781250,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-11 00:00:00,D,181.643307291,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-11 00:00:00,D,1167.399397916,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-12 00:00:00,D,241.552648958,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-12 00:00:00,D,1159.134323958,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-13 00:00:00,D,269.789381250,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-13 00:00:00,D,1116.526587500,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-14 00:00:00,D,271.244356250,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-14 00:00:00,D,1029.046667708,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-15 00:00:00,D,274.262050000,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-15 00:00:00,D,984.494151041,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-16 00:00:00,D,302.034281250,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-16 00:00:00,D,1147.731833333,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-17 00:00:00,D,238.335289583,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-17 00:00:00,D,1226.768090625,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-18 00:00:00,D,224.906579166,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-18 00:00:00,D,1198.750079166,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-19 00:00:00,D,279.974566315,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-19 00:00:00,D,1256.642836458,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-20 00:00:00,D,290.059980208,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-20 00:00:00,D,1148.456314583,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-21 00:00:00,D,274.980270833,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-21 00:00:00,D,992.915420833,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-22 00:00:00,D,261.858718750,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-22 00:00:00,D,1008.526039583,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-23 00:00:00,D,187.645240625,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-23 00:00:00,D,1238.358410416,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-24 00:00:00,D,137.450910416,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-24 00:00:00,D,1428.014593750,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-25 00:00:00,D,178.942076041,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-25 00:00:00,D,1360.767773958,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-26 00:00:00,D,318.417166666,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-26 00:00:00,D,1349.748410416,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-27 00:00:00,D,235.445250000,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-27 00:00:00,D,1241.840651041,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-28 00:00:00,D,257.927510416,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-28 00:00:00,D,1119.428971875,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-29 00:00:00,D,243.778895833,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-29 00:00:00,D,1145.822654166,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-09-30 00:00:00,D,261.528552083,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-09-30 00:00:00,D,1281.082103125,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-01 00:00:00,D,226.328800000,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-01 00:00:00,D,1302.034767708,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-02 00:00:00,D,157.581284375,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-02 00:00:00,D,1323.031064583,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-03 00:00:00,D,153.561243750,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-03 00:00:00,D,1298.146053125,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-04 00:00:00,D,176.810181250,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-04 00:00:00,D,1162.313136458,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-05 00:00:00,D,137.030195833,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-05 00:00:00,D,1035.554069791,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-06 00:00:00,D,140.953542708,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-06 00:00:00,D,1058.305972916,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-07 00:00:00,D,147.353809375,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-07 00:00:00,D,1302.421569791,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-08 00:00:00,D,105.513779166,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-08 00:00:00,D,1400.887250000,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-09 00:00:00,D,95.852078125,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-09 00:00:00,D,1346.075726041,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-10 00:00:00,D,78.838156250,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-10 00:00:00,D,1459.820072916,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-11 00:00:00,D,124.725430208,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-11 00:00:00,D,1352.544545833,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-12 00:00:00,D,141.698588541,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-12 00:00:00,D,1138.265162500,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-13 00:00:00,D,76.349203125,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-13 00:00:00,D,1195.265662500,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-14 00:00:00,D,77.143961956,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-14 00:00:00,D,1441.443989583,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-15 00:00:00,D,76.381809375,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-15 00:00:00,D,1475.055697916,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-16 00:00:00,D,78.465166666,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-16 00:00:00,D,1477.562041666,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-17 00:00:00,D,82.534812500,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-17 00:00:00,D,1480.467916666,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-18 00:00:00,D,104.250623157,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-18 00:00:00,D,1409.872264583,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-19 00:00:00,D,116.492600000,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-19 00:00:00,D,1243.919673958,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-20 00:00:00,D,133.361159574,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-20 00:00:00,D,1177.866197916,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-21 00:00:00,D,185.763572916,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-21 00:00:00,D,1200.145133333,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-22 00:00:00,D,222.888566666,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-22 00:00:00,D,1244.503018750,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-23 00:00:00,D,241.093493750,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-23 00:00:00,D,1227.532163541,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-24 00:00:00,D,96.554335416,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-24 00:00:00,D,1293.455920833,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-25 00:00:00,D,97.826737500,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-25 00:00:00,D,1400.487286458,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-26 00:00:00,D,79.844804166,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-26 00:00:00,D,1086.081093750,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-27 00:00:00,D,75.125179166,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-27 00:00:00,D,1169.583136458,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-28 00:00:00,D,88.861280208,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-28 00:00:00,D,1327.771292708,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-29 00:00:00,D,82.059416666,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-29 00:00:00,D,1373.822583333,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-30 00:00:00,D,192.905854166,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-30 00:00:00,D,1281.563908333,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-10-31 00:00:00,D,239.447988541,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-10-31 00:00:00,D,1271.198984375,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-01 00:00:00,D,186.423783333,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-01 00:00:00,D,1263.106315625,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-02 00:00:00,D,77.071080208,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-02 00:00:00,D,1152.720891666,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-03 00:00:00,D,69.102919791,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-03 00:00:00,D,1453.558569791,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-04 00:00:00,D,80.391253125,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-04 00:00:00,D,1336.599955208,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-05 00:00:00,D,171.448578125,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-05 00:00:00,D,1293.545710416,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-06 00:00:00,D,244.178452631,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-06 00:00:00,D,1227.146868750,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-07 00:00:00,D,100.400953125,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-07 00:00:00,D,1362.998643750,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-08 00:00:00,D,70.131402083,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-08 00:00:00,D,1286.166416666,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-09 00:00:00,D,61.267533333,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-09 00:00:00,D,1232.701077083,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-10 00:00:00,D,66.143635416,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-10 00:00:00,D,1238.300035416,Steam,,,,,
PhysicalSciences.CW.FP/TONS,2024-11-11 00:00:00,D,60.946647916,Chilled Water,,,,,
PhysicalSciences.STM.M22-V/AverageMassFlow,2024-11-11 00:00:00,D,1165.744352083,Steam,,,,,
