name,slottime_GMT,slottype,slotavg,pointTitle,Date,Chilled Water (tons),Hot Water (kBTU/hr),Electric (kW),Solar (kW)
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-07 00:00:00,D,28.739077604,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-08 00:00:00,D,24.851101354,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-08 00:00:00,D,15.897682083,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-08 00:00:00,D,26.979540937,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-08 00:00:00,D,63.497841562,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-09 00:00:00,D,23.884465625,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-09 00:00:00,D,14.643886250,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-09 00:00:00,D,38.802536631,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-09 00:00:00,D,37.621066947,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-10 00:00:00,D,27.746716770,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-10 00:00:00,D,13.750808229,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-10 00:00:00,D,12.135689895,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-10 00:00:00,D,62.697907395,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-11 00:00:00,D,28.828472315,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-11 00:00:00,D,14.333408947,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-11 00:00:00,D,11.662448510,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-11 00:00:00,D,62.550369148,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-12 00:00:00,D,35.697867395,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-12 00:00:00,D,12.512407187,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-12 00:00:00,D,18.656795729,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-12 00:00:00,D,56.098232812,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-13 00:00:00,D,38.763048842,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-13 00:00:00,D,11.462306842,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-13 00:00:00,D,18.509804895,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-13 00:00:00,D,56.648342258,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-14 00:00:00,D,43.015853750,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-14 00:00:00,D,13.613765729,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-14 00:00:00,D,28.915156562,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-14 00:00:00,D,53.763291979,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-15 00:00:00,D,44.813114270,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-15 00:00:00,D,11.932142604,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-15 00:00:00,D,29.303059583,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-15 00:00:00,D,51.498648229,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-16 00:00:00,D,44.104853789,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-16 00:00:00,D,12.244097052,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-16 00:00:00,D,27.873065937,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-16 00:00:00,D,55.056607083,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-17 00:00:00,D,36.724149583,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-17 00:00:00,D,12.567741562,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-17 00:00:00,D,19.360026421,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-17 00:00:00,D,47.926924375,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-18 00:00:00,D,32.004124631,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-18 00:00:00,D,13.256022736,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-18 00:00:00,D,43.634935473,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-18 00:00:00,D,30.890574166,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-19 00:00:00,D,37.708085312,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-19 00:00:00,D,12.906990937,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-19 00:00:00,D,15.542885208,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-19 00:00:00,D,58.386981250,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-20 00:00:00,D,39.456242916,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-20 00:00:00,D,12.274877395,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-20 00:00:00,D,18.828382916,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-20 00:00:00,D,51.189892105,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-21 00:00:00,D,43.106999270,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-21 00:00:00,D,11.472803229,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-21 00:00:00,D,37.743148541,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-21 00:00:00,D,50.511897291,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-22 00:00:00,D,41.307459687,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-22 00:00:00,D,11.023605833,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-22 00:00:00,D,31.970097021,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-22 00:00:00,D,45.008964166,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-23 00:00:00,D,28.246891145,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-23 00:00:00,D,12.715885208,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-23 00:00:00,D,63.457328947,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-23 00:00:00,D,13.747870312,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-24 00:00:00,D,21.041795869,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-24 00:00:00,D,15.790599347,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-24 00:00:00,D,60.603258526,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-24 00:00:00,D,11.610329895,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-25 00:00:00,D,20.804491979,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-25 00:00:00,D,16.615887083,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-25 00:00:00,D,60.095003333,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-25 00:00:00,D,10.191693750,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-26 00:00:00,D,26.520819263,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-26 00:00:00,D,12.134426947,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-26 00:00:00,D,62.406165157,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-26 00:00:00,D,14.889461770,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-27 00:00:00,D,28.335815894,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-27 00:00:00,D,30.615743789,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-27 00:00:00,D,35.699870833,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-27 00:00:00,D,38.956727604,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-28 00:00:00,D,30.608120520,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-28 00:00:00,D,167.337732916,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-28 00:00:00,D,62.715230208,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-28 00:00:00,D,16.552068210,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-29 00:00:00,D,30.146423333,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-29 00:00:00,D,167.597497500,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-29 00:00:00,D,73.718730312,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-29 00:00:00,D,9.962064375,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-09-30 00:00:00,D,29.993097291,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-09-30 00:00:00,D,162.181064062,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-09-30 00:00:00,D,45.726251458,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-09-30 00:00:00,D,34.637526041,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-01 00:00:00,D,28.067468854,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-01 00:00:00,D,155.289182500,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-01 00:00:00,D,35.959276770,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-01 00:00:00,D,41.601873750,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-02 00:00:00,D,23.051190625,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-02 00:00:00,D,175.353294583,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-02 00:00:00,D,64.714306041,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-02 00:00:00,D,9.112132604,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-03 00:00:00,D,21.602901666,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-03 00:00:00,D,202.285004583,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-03 00:00:00,D,31.381360947,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-03 00:00:00,D,45.560484062,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-04 00:00:00,D,24.584846276,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-04 00:00:00,D,194.747412234,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-04 00:00:00,D,27.428715531,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-04 00:00:00,D,46.853032765,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-05 00:00:00,D,25.454169166,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-05 00:00:00,D,184.838067812,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-05 00:00:00,D,34.485101354,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-05 00:00:00,D,49.461229062,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-06 00:00:00,D,22.427889473,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-06 00:00:00,D,220.945976842,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-06 00:00:00,D,27.765013645,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-06 00:00:00,D,50.332148020,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-07 00:00:00,D,21.571642500,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-07 00:00:00,D,178.249594791,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-07 00:00:00,D,50.687728125,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-07 00:00:00,D,25.011194895,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-08 00:00:00,D,16.243196413,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-08 00:00:00,D,235.923138586,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-08 00:00:00,D,31.554407291,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-08 00:00:00,D,43.133808105,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-09 00:00:00,D,14.395043541,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-09 00:00:00,D,225.265282916,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-09 00:00:00,D,32.435243645,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-09 00:00:00,D,40.852687083,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-10 00:00:00,D,11.139472291,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-10 00:00:00,D,301.765655208,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-10 00:00:00,D,67.683196595,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-10 00:00:00,D,11.158841894,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-11 00:00:00,D,13.374499166,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-11 00:00:00,D,306.950924479,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-11 00:00:00,D,34.171900520,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-11 00:00:00,D,46.089804895,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-12 00:00:00,D,17.127643854,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-12 00:00:00,D,171.833131250,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-12 00:00:00,D,17.578374893,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-12 00:00:00,D,49.463548315,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-13 00:00:00,D,9.204563854,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-13 00:00:00,D,288.600207291,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-13 00:00:00,D,58.570641562,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-13 00:00:00,D,3.069829479,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-14 00:00:00,D,8.998776489,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-14 00:00:00,D,329.358511702,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-14 00:00:00,D,57.617455312,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-14 00:00:00,D,9.510138229,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-15 00:00:00,D,9.581187708,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-15 00:00:00,D,342.491707291,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-15 00:00:00,D,37.946637395,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-15 00:00:00,D,25.766878645,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-16 00:00:00,D,8.739631875,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-16 00:00:00,D,375.636895833,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-16 00:00:00,D,50.311143645,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-16 00:00:00,D,23.544214895,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-17 00:00:00,D,10.078566562,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-17 00:00:00,D,339.671526041,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-17 00:00:00,D,29.934672500,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-17 00:00:00,D,45.256193020,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-18 00:00:00,D,11.829344000,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-18 00:00:00,D,348.176191894,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-18 00:00:00,D,26.296820416,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-18 00:00:00,D,44.726204255,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-19 00:00:00,D,14.901796041,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-19 00:00:00,D,318.284354166,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-19 00:00:00,D,28.775432812,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-19 00:00:00,D,47.152872604,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-20 00:00:00,D,16.332647708,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-20 00:00:00,D,290.916981979,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-20 00:00:00,D,32.022622708,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-20 00:00:00,D,43.665340210,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-21 00:00:00,D,20.385064421,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-21 00:00:00,D,232.347008105,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-21 00:00:00,D,33.718633020,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-21 00:00:00,D,41.518443020,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-22 00:00:00,D,23.882582916,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-22 00:00:00,D,189.820820208,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-22 00:00:00,D,37.884230520,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-22 00:00:00,D,40.793702021,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-23 00:00:00,D,24.188355104,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-23 00:00:00,D,162.459020000,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-23 00:00:00,D,37.410328645,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-23 00:00:00,D,35.546637708,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-24 00:00:00,D,15.630768210,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-24 00:00:00,D,257.181126736,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-24 00:00:00,D,51.487721354,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-24 00:00:00,D,25.910429894,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-25 00:00:00,D,12.507215104,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-25 00:00:00,D,339.344937395,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-25 00:00:00,D,45.853871562,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-25 00:00:00,D,31.021550208,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-26 00:00:00,D,12.844512395,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-26 00:00:00,D,285.524828125,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-26 00:00:00,D,66.563881914,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-26 00:00:00,D,16.717443297,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-27 00:00:00,D,10.721407500,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-27 00:00:00,D,347.924956250,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-27 00:00:00,D,53.235247916,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-27 00:00:00,D,32.118357395,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-28 00:00:00,D,10.343909368,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-28 00:00:00,D,331.948753684,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-28 00:00:00,D,47.645984062,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-28 00:00:00,D,26.946996041,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-29 00:00:00,D,10.971441875,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-29 00:00:00,D,316.543158333,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-29 00:00:00,D,69.609191770,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-29 00:00:00,D,10.935479687,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-30 00:00:00,D,18.142826458,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-30 00:00:00,D,221.788773854,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-30 00:00:00,D,40.882487916,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-30 00:00:00,D,36.943166041,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-10-31 00:00:00,D,20.588212812,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-10-31 00:00:00,D,199.225540104,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-10-31 00:00:00,D,41.973205208,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-10-31 00:00:00,D,28.750846145,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-11-01 00:00:00,D,20.007645684,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-11-01 00:00:00,D,198.045187157,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-11-01 00:00:00,D,51.142915208,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-11-01 00:00:00,D,21.291699270,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-11-02 00:00:00,D,9.752404583,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-11-02 00:00:00,D,354.431365625,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-11-02 00:00:00,D,71.862157083,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-11-02 00:00:00,D,11.439271770,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-11-03 00:00:00,D,8.885293473,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-11-03 00:00:00,D,412.655009473,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-11-03 00:00:00,D,43.413486105,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-11-03 00:00:00,D,38.429702395,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-11-04 00:00:00,D,9.215009791,Chilled Water,,,,,
HuShihHall.B0061.FleximF721/HW.kBTUperHour,2024-11-04 00:00:00,D,373.701198958,Hot Water Building Heat,,,,,
HuShihHall.Elec.PowerScout3HD/kW,2024-11-04 00:00:00,D,52.661804687,Electric,,,,,
HuShihHall.Elec.Solar.PowerScout3HD/kW,2024-11-04 00:00:00,D,22.393183020,Electric Solar submeter,,,,,
HuShihHall.B0061.FleximF721/CW.Tons,2024-11-05 00:00:00,D,17.868047395,Chilled Water,,,,,
