name,slottime_GMT,slottype,slotavg,pointTitle,Date,Chilled Water (tons),North Electric (kW),South Electric (kW),Electric (kW),Steam (klbs/hr)
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-15 00:00:00,D,135.207291666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-15 00:00:00,D,131.721875000,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-15 00:00:00,D,3.670244062,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-16 00:00:00,D,20.041387096,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-16 00:00:00,D,138.931250000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-16 00:00:00,D,137.177083333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-16 00:00:00,D,2.863670937,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-17 00:00:00,D,20.051418750,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-17 00:00:00,D,143.484375000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-17 00:00:00,D,136.867708333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-17 00:00:00,D,2.163085312,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-18 00:00:00,D,20.104857291,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-18 00:00:00,D,138.131250000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-18 00:00:00,D,136.559375000,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-18 00:00:00,D,2.648393958,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-19 00:00:00,D,20.000306250,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-19 00:00:00,D,136.571875000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-19 00:00:00,D,135.167708333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-19 00:00:00,D,3.080118750,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-20 00:00:00,D,18.702336842,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-20 00:00:00,D,136.658333333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-20 00:00:00,D,124.785416666,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-20 00:00:00,D,3.384009166,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-21 00:00:00,D,17.556517708,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-21 00:00:00,D,131.255208333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-21 00:00:00,D,114.273958333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-21 00:00:00,D,4.103114687,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-22 00:00:00,D,17.914082291,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-22 00:00:00,D,128.994791666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-22 00:00:00,D,110.487500000,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-22 00:00:00,D,5.035312916,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-23 00:00:00,D,18.326582291,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-23 00:00:00,D,131.294791666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-23 00:00:00,D,116.000000000,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-23 00:00:00,D,5.309925937,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-24 00:00:00,D,17.767758333,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-24 00:00:00,D,132.164583333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-24 00:00:00,D,114.486458333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-24 00:00:00,D,3.641366145,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-25 00:00:00,D,14.715300000,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-25 00:00:00,D,130.814583333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-25 00:00:00,D,100.280208333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-25 00:00:00,D,3.506239687,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-26 00:00:00,D,14.405942708,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-26 00:00:00,D,129.660416666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-26 00:00:00,D,101.605208333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-26 00:00:00,D,3.948753750,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-27 00:00:00,D,14.443267708,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-27 00:00:00,D,130.139583333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-27 00:00:00,D,102.230208333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-27 00:00:00,D,3.699984687,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-28 00:00:00,D,14.450697916,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-28 00:00:00,D,130.454166666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-28 00:00:00,D,99.710416666,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-28 00:00:00,D,2.311067187,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-29 00:00:00,D,15.014064583,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-29 00:00:00,D,131.007291666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-29 00:00:00,D,98.817708333,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-29 00:00:00,D,1.883016458,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-30 00:00:00,D,14.884222150,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-30 00:00:00,D,132.859375000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-30 00:00:00,D,101.134375000,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-30 00:00:00,D,1.517509062,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-12-31 00:00:00,D,14.646838541,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-12-31 00:00:00,D,131.347916666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-12-31 00:00:00,D,100.569791666,South Electric,,,,,,
BakerLab.STM.Flow,2024-12-31 00:00:00,D,2.131388854,Steam,,,,,,
BakerLab.CW.FP/TONS,2025-01-01 00:00:00,D,14.652763541,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2025-01-01 00:00:00,D,131.696875000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2025-01-01 00:00:00,D,100.032291666,South Electric,,,,,,
BakerLab.STM.Flow,2025-01-01 00:00:00,D,2.322710416,Steam,,,,,,
