name,slottime_GMT,slottype,slotavg,pointTitle,Date,Chilled Water (tons),North Electric (kW),South Electric (kW),Electric (kW),Steam (klbs/hr)
BakerLab.STM.Flow,2024-05-26 00:00:00,D,0.549851770,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-27 00:00:00,D,198.472978494,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-27 00:00:00,D,128.190625000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-27 00:00:00,D,138.520833333,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-27 00:00:00,D,0.557915520,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-28 00:00:00,D,96.801806250,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-28 00:00:00,D,135.791666666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-28 00:00:00,D,143.513541666,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-28 00:00:00,D,0.233613854,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-29 00:00:00,D,35.007565833,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-29 00:00:00,D,140.665625000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-29 00:00:00,D,143.262500000,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-29 00:00:00,D,0.000000000,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-30 00:00:00,D,19.288278125,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-30 00:00:00,D,148.879166666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-30 00:00:00,D,146.757291666,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-30 00:00:00,D,0.000000000,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-05-31 00:00:00,D,47.988114583,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-05-31 00:00:00,D,133.519791666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-05-31 00:00:00,D,146.730208333,South Electric,,,,,,
BakerLab.STM.Flow,2024-05-31 00:00:00,D,1.370804479,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-01 00:00:00,D,76.783258333,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-01 00:00:00,D,126.898958333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-01 00:00:00,D,132.198958333,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-01 00:00:00,D,0.886621666,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-02 00:00:00,D,90.285031250,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-02 00:00:00,D,123.297916666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-02 00:00:00,D,131.461458333,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-02 00:00:00,D,0.609563541,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-03 00:00:00,D,115.028981250,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-03 00:00:00,D,126.132291666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-03 00:00:00,D,142.794791666,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-03 00:00:00,D,0.576195416,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-04 00:00:00,D,173.463948958,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-04 00:00:00,D,126.923958333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-04 00:00:00,D,146.776041666,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-04 00:00:00,D,0.568230000,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-05 00:00:00,D,227.391145161,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-05 00:00:00,D,129.708333333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-05 00:00:00,D,147.301041666,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-05 00:00:00,D,0.569451770,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-06 00:00:00,D,255.810760416,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-06 00:00:00,D,128.294791666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-06 00:00:00,D,149.488541666,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-06 00:00:00,D,0.547848645,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-07 00:00:00,D,68.313584210,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-07 00:00:00,D,126.498958333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-07 00:00:00,D,151.254166666,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-07 00:00:00,D,0.543821354,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-08 00:00:00,D,55.963142708,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-08 00:00:00,D,123.772916666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-08 00:00:00,D,146.576041666,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-08 00:00:00,D,0.597630833,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-09 00:00:00,D,46.145017708,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-09 00:00:00,D,124.286458333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-09 00:00:00,D,140.571875000,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-09 00:00:00,D,0.703165416,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-10 00:00:00,D,22.643035416,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-10 00:00:00,D,130.929166666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-10 00:00:00,D,149.032291666,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-10 00:00:00,D,0.885428333,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-11 00:00:00,D,23.072671875,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-11 00:00:00,D,133.632291666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-11 00:00:00,D,155.997916666,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-11 00:00:00,D,0.906732812,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-12 00:00:00,D,61.023429473,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-12 00:00:00,D,131.344791666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-12 00:00:00,D,157.951041666,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-12 00:00:00,D,0.666476875,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-13 00:00:00,D,132.525620833,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-13 00:00:00,D,127.903125000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-13 00:00:00,D,160.873958333,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-13 00:00:00,D,0.633485520,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-14 00:00:00,D,176.191625000,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-14 00:00:00,D,125.358333333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-14 00:00:00,D,158.616666666,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-14 00:00:00,D,0.565234479,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-15 00:00:00,D,78.869179166,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-15 00:00:00,D,121.384375000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-15 00:00:00,D,134.393750000,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-15 00:00:00,D,0.567973750,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-16 00:00:00,D,84.658809473,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-16 00:00:00,D,122.318750000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-16 00:00:00,D,132.980208333,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-16 00:00:00,D,0.765315416,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-17 00:00:00,D,215.245130434,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-17 00:00:00,D,127.335416666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-17 00:00:00,D,158.405208333,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-17 00:00:00,D,0.549623333,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-18 00:00:00,D,380.607802083,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-18 00:00:00,D,129.160416666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-18 00:00:00,D,164.787500000,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-18 00:00:00,D,0.581262291,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-19 00:00:00,D,371.222125000,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-19 00:00:00,D,125.342708333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-19 00:00:00,D,158.521875000,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-19 00:00:00,D,0.474931979,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-20 00:00:00,D,385.900445652,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-20 00:00:00,D,128.142708333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-20 00:00:00,D,166.008333333,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-20 00:00:00,D,0.490518854,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-21 00:00:00,D,384.914197916,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-21 00:00:00,D,128.386458333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-21 00:00:00,D,161.081250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-21 00:00:00,D,0.483136666,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-22 00:00:00,D,359.019505263,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-22 00:00:00,D,122.733333333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-22 00:00:00,D,154.380208333,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-22 00:00:00,D,0.492859270,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-23 00:00:00,D,340.810854166,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-23 00:00:00,D,122.807291666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-23 00:00:00,D,150.807291666,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-23 00:00:00,D,0.494218854,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-24 00:00:00,D,141.709331250,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-24 00:00:00,D,133.021875000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-24 00:00:00,D,148.000000000,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-24 00:00:00,D,0.518341875,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-25 00:00:00,D,132.088575000,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-25 00:00:00,D,130.645833333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-25 00:00:00,D,147.343750000,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-25 00:00:00,D,0.526773854,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-26 00:00:00,D,210.800104210,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-26 00:00:00,D,126.833333333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-26 00:00:00,D,151.867708333,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-26 00:00:00,D,0.520337500,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-27 00:00:00,D,97.505040860,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-27 00:00:00,D,128.655208333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-27 00:00:00,D,144.570833333,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-27 00:00:00,D,0.529681041,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-28 00:00:00,D,80.367573958,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-28 00:00:00,D,128.662500000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-28 00:00:00,D,139.123958333,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-28 00:00:00,D,0.793685312,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-29 00:00:00,D,170.200319791,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-29 00:00:00,D,122.611458333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-29 00:00:00,D,130.802083333,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-29 00:00:00,D,0.514454687,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-06-30 00:00:00,D,275.179169791,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-06-30 00:00:00,D,121.262500000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-06-30 00:00:00,D,129.073958333,South Electric,,,,,,
BakerLab.STM.Flow,2024-06-30 00:00:00,D,0.544363854,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-01 00:00:00,D,59.721925000,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-01 00:00:00,D,127.270833333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-01 00:00:00,D,130.217708333,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-01 00:00:00,D,0.595836458,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-02 00:00:00,D,100.758439361,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-02 00:00:00,D,131.443750000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-02 00:00:00,D,134.790625000,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-02 00:00:00,D,0.724798229,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-03 00:00:00,D,181.118256250,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-03 00:00:00,D,128.573958333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-03 00:00:00,D,135.326041666,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-03 00:00:00,D,0.534354062,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-04 00:00:00,D,288.626968750,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-04 00:00:00,D,125.776041666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-04 00:00:00,D,132.636458333,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-04 00:00:00,D,0.521440625,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-05 00:00:00,D,361.987135416,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-05 00:00:00,D,127.919791666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-05 00:00:00,D,136.465625000,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-05 00:00:00,D,0.521894270,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-06 00:00:00,D,337.294416666,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-06 00:00:00,D,125.657291666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-06 00:00:00,D,129.357291666,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-06 00:00:00,D,0.509521875,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-07 00:00:00,D,231.676025000,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-07 00:00:00,D,124.911458333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-07 00:00:00,D,129.768750000,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-07 00:00:00,D,0.514230416,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-08 00:00:00,D,274.553606741,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-08 00:00:00,D,128.750000000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-08 00:00:00,D,130.760416666,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-08 00:00:00,D,0.531826354,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-09 00:00:00,D,331.582666666,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-09 00:00:00,D,129.946875000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-09 00:00:00,D,133.361458333,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-09 00:00:00,D,0.519700312,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-10 00:00:00,D,410.843625000,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-10 00:00:00,D,128.341666666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-10 00:00:00,D,139.567708333,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-10 00:00:00,D,0.516541875,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-11 00:00:00,D,299.610791666,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-11 00:00:00,D,129.443750000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-11 00:00:00,D,135.772916666,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-11 00:00:00,D,0.522466770,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-12 00:00:00,D,253.183294736,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-12 00:00:00,D,124.761458333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-12 00:00:00,D,132.818750000,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-12 00:00:00,D,0.528766354,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-13 00:00:00,D,272.540645833,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-13 00:00:00,D,121.156250000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-13 00:00:00,D,133.212500000,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-13 00:00:00,D,0.512849166,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-14 00:00:00,D,209.928371875,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-14 00:00:00,D,121.607291666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-14 00:00:00,D,119.313541666,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-14 00:00:00,D,0.505849583,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-15 00:00:00,D,336.581114583,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-15 00:00:00,D,132.223958333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-15 00:00:00,D,131.204166666,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-15 00:00:00,D,0.537555208,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-16 00:00:00,D,315.791526315,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-16 00:00:00,D,128.469791666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-16 00:00:00,D,139.514583333,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-16 00:00:00,D,0.510460208,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-17 00:00:00,D,316.601864583,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-17 00:00:00,D,130.272916666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-17 00:00:00,D,143.983333333,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-17 00:00:00,D,0.537538125,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-18 00:00:00,D,187.461473684,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-18 00:00:00,D,130.183333333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-18 00:00:00,D,138.356250000,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-18 00:00:00,D,0.524521666,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-19 00:00:00,D,99.461537500,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-19 00:00:00,D,127.753125000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-19 00:00:00,D,141.187500000,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-19 00:00:00,D,0.537710312,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-20 00:00:00,D,114.087805434,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-20 00:00:00,D,120.462500000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-20 00:00:00,D,131.950000000,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-20 00:00:00,D,0.514918125,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-21 00:00:00,D,139.858245833,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-21 00:00:00,D,119.763541666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-21 00:00:00,D,131.339583333,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-21 00:00:00,D,0.520094583,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-22 00:00:00,D,211.303554736,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-22 00:00:00,D,127.383333333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-22 00:00:00,D,139.836458333,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-22 00:00:00,D,0.536537187,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-23 00:00:00,D,240.525427083,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-23 00:00:00,D,127.720833333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-23 00:00:00,D,141.927083333,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-23 00:00:00,D,0.530805937,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-24 00:00:00,D,282.821105208,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-24 00:00:00,D,128.002083333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-24 00:00:00,D,148.251041666,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-24 00:00:00,D,0.527061458,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-25 00:00:00,D,181.838864583,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-25 00:00:00,D,126.911458333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-25 00:00:00,D,145.383333333,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-25 00:00:00,D,0.530435000,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-26 00:00:00,D,109.851161458,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-26 00:00:00,D,125.462500000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-26 00:00:00,D,143.977083333,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-26 00:00:00,D,0.544639062,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-27 00:00:00,D,101.404408333,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-27 00:00:00,D,122.780208333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-27 00:00:00,D,135.029166666,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-27 00:00:00,D,0.648608125,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-28 00:00:00,D,140.230172916,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-28 00:00:00,D,121.465625000,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-28 00:00:00,D,135.488541666,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-28 00:00:00,D,0.513627083,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-29 00:00:00,D,204.145790625,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-29 00:00:00,D,129.273958333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-29 00:00:00,D,147.326041666,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-29 00:00:00,D,0.538459791,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-30 00:00:00,D,327.534687500,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-30 00:00:00,D,131.272916666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-30 00:00:00,D,152.928125000,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-30 00:00:00,D,0.538226041,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-07-31 00:00:00,D,359.011645833,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-07-31 00:00:00,D,131.555208333,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-07-31 00:00:00,D,158.270833333,South Electric,,,,,,
BakerLab.STM.Flow,2024-07-31 00:00:00,D,0.534528437,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-01 00:00:00,D,323.435788888,Chilled Water,,,,,,
BakerLab.Elec.North.PowerScout3/kW_System,2024-08-01 00:00:00,D,130.651041666,North Electric,,,,,,
BakerLab.Elec.South.PowerScout3/kW_System,2024-08-01 00:00:00,D,162.873958333,South Electric,,,,,,
BakerLab.STM.Flow,2024-08-01 00:00:00,D,0.525685937,Steam,,,,,,
BakerLab.CW.FP/TONS,2024-08-02 00:00:00,D,344.793187500,Chilled Water,,,,,,
